Name,Stars,Forks,Language,Domain
flike/kingshard,2335,473,Go,Software tools
hybridauth/hybridauth,2335,922,PHP,Web libraries and frameworks
ceolter/ag-grid,2334,425,TypeScript,Web libraries and frameworks
UDST/vizicities,2333,263,JavaScript,Web libraries and frameworks
OpenTSDB/opentsdb,2332,760,Java,System software
haraka/Haraka,2331,329,JavaScript,Web libraries and frameworks
bendc/animateplus,2329,134,JavaScript,Web libraries and frameworks
go-gorp/gorp,2328,283,Go,Non-web libraries and frameworks
liabru/jquery-match-height,2328,537,JavaScript,Web libraries and frameworks
sb2nov/mac-setup,2327,456,JavaScript,Software tools
samizdatco/arbor,2327,577,JavaScript,Web libraries and frameworks
mscdex/ssh2,2327,252,JavaScript,Non-web libraries and frameworks
jackocnr/intl-tel-input,2326,519,JavaScript,Web libraries and frameworks
pksunkara/alpaca,2326,86,Go,Software tools
taigaio/taiga-front,2325,441,CoffeeScript,Software tools
felipernb/algorithms.js,2325,216,JavaScript,Documentation
jianliaoim/talk-os,2324,786,CoffeeScript,Web libraries and frameworks
Malinskiy/SuperRecyclerView,2324,442,Java,Non-web libraries and frameworks
martanne/vis,2323,110,C,Software tools
core-plot/core-plot,2323,585,Objective-C,Non-web libraries and frameworks
dinuscxj/LoadingDrawable,2323,417,Java,Non-web libraries and frameworks
krakjoe/pthreads,2322,384,C,Non-web libraries and frameworks
lipka/piecon,2322,124,JavaScript,Web libraries and frameworks
catfan/Medoo,2321,698,PHP,Web libraries and frameworks
deepmind/learning-to-learn,2321,208,Python,Documentation
aemkei/jsfuck,2321,249,JavaScript,Software tools
redis/hiredis,2320,813,C,Non-web libraries and frameworks
karan/joe,2319,118,Go,Software tools
IonicaBizau/scrape-it,2318,87,JavaScript,Non-web libraries and frameworks
mustache/mustache,2317,213,Ruby,Web libraries and frameworks
aui/artDialog,2316,1009,JavaScript,Web libraries and frameworks
cuckoosandbox/cuckoo,2316,860,Python,Application software
prolificinteractive/material-calendarview,2316,589,Java,Non-web libraries and frameworks
django-oscar/django-oscar,2316,943,Python,Web libraries and frameworks
KeenSoftwareHouse/SpaceEngineers,2315,873,C#,Application software
googlesamples/easypermissions,2315,397,Java,Non-web libraries and frameworks
mozilla/mozjpeg,2315,202,C,Non-web libraries and frameworks
square/moshi,2314,181,Java,Non-web libraries and frameworks
CtripMobile/DynamicAPK,2312,741,C++,Software tools
ivansafrin/Polycode,2312,376,C++,Non-web libraries and frameworks
gchq/CyberChef,2312,237,JavaScript,Software tools
sitespeedio/sitespeed.io,2312,237,JavaScript,Software tools
pdfkit/pdfkit,2312,325,Ruby,Non-web libraries and frameworks
lisa-lab/pylearn2,2311,951,Python,Non-web libraries and frameworks
angular-ui/angular-ui-OLDREPO,2311,389,JavaScript,Web libraries and frameworks
phoboslab/Ejecta,2311,295,Objective-C,Non-web libraries and frameworks
lengstrom/fast-style-transfer,2311,195,Python,Software tools
FormidableLabs/react-game-kit,2311,84,JavaScript,Non-web libraries and frameworks
Ahmed-Ali/JSONExport,2310,345,Swift,Software tools
path/android-priority-jobqueue,2309,408,Java,Non-web libraries and frameworks
rickyrauch/Balloons.IO,2309,544,CSS,Web libraries and frameworks
Yalantis/GuillotineMenu,2309,225,Swift,Non-web libraries and frameworks
ajalt/fuckitpy,2308,93,Python,Non-web libraries and frameworks
stefankroes/ancestry,2308,317,Ruby,Non-web libraries and frameworks
gazay/gon,2308,145,Ruby,Web libraries and frameworks
rauchg/wifi-password,2308,113,Shell,Application software
github/gh-ost,2307,153,Go,Software tools
brunophilipe/Cakebrew,2307,127,Objective-C,Software tools
hustcc/timeago.js,2306,177,JavaScript,Web libraries and frameworks
ButchersBoy/MaterialDesignInXamlToolkit,2305,464,C#,Non-web libraries and frameworks
andremion/Music-Player,2303,414,Java,Documentation
shadowsocks/shadowsocks-go,2302,1869,Go,Software tools
stampit-org/stampit,2302,97,JavaScript,Non-web libraries and frameworks
rocketeers/rocketeer,2302,202,PHP,Software tools
scala-native/scala-native,2301,112,Scala,Software tools
paulkinzett/toolbar,2301,328,JavaScript,Web libraries and frameworks
kumailht/gridforms,2300,208,CSS,Web libraries and frameworks
refile/refile,2300,202,Ruby,Web libraries and frameworks
MicrosoftDX/Vorlonjs,2299,219,TypeScript,Software tools
hashcat/hashcat,2299,420,C,Software tools
Fyrd/caniuse,2299,739,JavaScript,Web libraries and frameworks
modocache/MDCSwipeToChoose,2299,431,Objective-C,Non-web libraries and frameworks
influxdata/telegraf,2298,817,Go,Software tools
cameronmcefee/plax,2297,231,JavaScript,Web libraries and frameworks
Jermolene/TiddlyWiki5,2296,506,JavaScript,Web libraries and frameworks
edmodo/cropper,2295,815,Java,Non-web libraries and frameworks
stleary/JSON-java,2294,1940,Java,Non-web libraries and frameworks
openshift/origin,2294,1550,Go,Software tools
ariok/BWWalkthrough,2293,222,Swift,Non-web libraries and frameworks
arialdomartini/oh-my-git,2293,183,Shell,Software tools
scylladb/seastar,2292,425,C++,Web libraries and frameworks
h2non/toxy,2292,71,JavaScript,Non-web libraries and frameworks
HangfireIO/Hangfire,2291,615,C#,Non-web libraries and frameworks
Prototik/HoloEverywhere,2291,737,Java,Non-web libraries and frameworks
google/tracing-framework,2291,170,JavaScript,Web libraries and frameworks
scalessec/Toast,2291,505,Objective-C,Non-web libraries and frameworks
kennethreitz/tablib,2291,334,Python,Non-web libraries and frameworks
ArduPilot/ardupilot,2290,4855,C++,System software
cortesi/devd,2289,96,Go,Software tools
1sters/material_design_zh,2288,769,CSS,Documentation
dfcb/BigVideo.js,2288,464,JavaScript,Web libraries and frameworks
yanzhenjie/NoHttp,2288,643,Java,Non-web libraries and frameworks
PrideChung/FontAwesomeKit,2288,288,Objective-C,Web libraries and frameworks
openlayers/openlayers,2288,1145,JavaScript,Web libraries and frameworks
google/code-prettify,2286,398,JavaScript,Web libraries and frameworks
chaps-io/public_activity,2286,229,Ruby,Web libraries and frameworks
aozora/bootmetro,2285,567,HTML,Web libraries and frameworks
apple/swift-corelibs-foundation,2285,516,C,Non-web libraries and frameworks
tabulapdf/tabula,2285,257,CSS,Application software
ory-am/hydra,2285,113,Go,Web libraries and frameworks
activerecord-hackery/squeel,2285,200,Ruby,Non-web libraries and frameworks
google/eddystone,2282,521,C,System software
zh-google-styleguide/zh-google-styleguide,2282,860,Makefile,Documentation
kartik-v/bootstrap-fileinput,2282,1062,JavaScript,Web libraries and frameworks
Coding/Coding-iOS,2282,959,Objective-C,Application software
aroc/side-comments,2282,190,JavaScript,Web libraries and frameworks
googlecartographer/cartographer,2281,618,C++,Software tools
aws/aws-sdk-php,2281,626,PHP,Web libraries and frameworks
nomad/houston,2281,209,Ruby,Non-web libraries and frameworks
TheLevelUp/ZXingObjC,2280,594,Objective-C,Non-web libraries and frameworks
miguelgrinberg/flasky,2278,1519,Python,Documentation
ParsePlatform/Parse-SDK-iOS-OSX,2278,653,Objective-C,Web libraries and frameworks
s-a/iron-node,2278,64,JavaScript,Software tools
curran/screencasts,2277,1918,JavaScript,Documentation
grangier/python-goose,2277,559,HTML,Non-web libraries and frameworks
martinblech/xmltodict,2277,222,Python,Non-web libraries and frameworks
rasmusbergpalm/DeepLearnToolbox,2276,1653,Matlab,Non-web libraries and frameworks
teampoltergeist/poltergeist,2275,415,Ruby,Non-web libraries and frameworks
anmoljagetia/Flatabulous,2273,180,CSS,Application software
Microsoft/malmo,2272,334,Java,Non-web libraries and frameworks
jedireza/drywall,2272,621,JavaScript,Web libraries and frameworks
yaronn/wopr,2271,50,JavaScript,Software tools
cambecc/earth,2270,454,JavaScript,Application software
dmotz/oriDomi,2270,205,CoffeeScript,Web libraries and frameworks
craftyjs/Crafty,2269,484,JavaScript,Web libraries and frameworks
pydanny/cookiecutter-django,2267,746,Python,Software tools
philipwalton/html-inspector,2267,135,JavaScript,Software tools
Ramotion/folding-cell-android,2266,375,Java,Non-web libraries and frameworks
twitter/CocoaSPDY,2265,242,Objective-C,Non-web libraries and frameworks
ChenYilong/ParseSourceCodeStudy,2265,461,Objective-C,Documentation
nuxt/nuxt.js,2265,84,JavaScript,Web libraries and frameworks
JulienGenoud/android-percent-support-lib-sample,2264,590,Java,Documentation
jeffknupp/sandman,2264,180,Python,Software tools
cheeaun/life,2264,560,HTML,Web libraries and frameworks
chancejs/chancejs,2264,188,JavaScript,Web libraries and frameworks
Leonidas-from-XIV/node-xml2js,2263,277,CoffeeScript,Non-web libraries and frameworks
kriasoft/react-static-boilerplate,2262,353,JavaScript,Web libraries and frameworks
cferdinandi/smooth-scroll,2262,404,JavaScript,Web libraries and frameworks
orvice/ss-panel,2261,1027,PHP,Web libraries and frameworks
ded/reqwest,2261,288,JavaScript,Web libraries and frameworks
humaan/Modaal,2261,109,CSS,Web libraries and frameworks
Homebrew/homebrew-php,2260,663,Ruby,Software tools
beworker/pinned-section-listview,2259,864,Java,Non-web libraries and frameworks
rasbt/pattern_classification,2257,718,Jupyter Notebook,Documentation
jenssegers/laravel-mongodb,2257,565,PHP,Non-web libraries and frameworks
gsklee/ngStorage,2257,460,JavaScript,Web libraries and frameworks
jsonresume/resume-cli,2257,149,JavaScript,Application software
bda-research/node-crawler,2256,451,JavaScript,Non-web libraries and frameworks
AudithSoftworks/Uniform,2256,388,JavaScript,Web libraries and frameworks
travisjeffery/timecop,2256,140,Ruby,Non-web libraries and frameworks
scrooloose/nerdcommenter,2254,280,VimL,Software tools
chengr28/RevokeChinaCerts,2253,366,Batchfile,Software tools
jsoma/tabletop,2253,284,JavaScript,Web libraries and frameworks
xcc3641/SeeWeather,2252,517,Java,Non-web libraries and frameworks
icanzilb/EasyAnimation,2252,157,Swift,Non-web libraries and frameworks
robinhood/ticker,2252,238,Java,Non-web libraries and frameworks
ujjwalkarn/DataSciencePython,2251,478,Python,Documentation
xinthink/react-native-material-kit,2251,251,JavaScript,Non-web libraries and frameworks
shaojiankui/JKCategories,2250,751,Objective-C,Non-web libraries and frameworks
romaonthego/REMenu,2250,410,Objective-C,Non-web libraries and frameworks
dresende/node-orm2,2250,337,JavaScript,Non-web libraries and frameworks
andreamazz/BubbleTransition,2250,163,Shell,Non-web libraries and frameworks
RafalWilinski/express-status-monitor,2250,83,JavaScript,Software tools
Neilpang/acme.sh,2249,271,Shell,Software tools
mattdiamond/fuckitjs,2249,66,JavaScript,Web libraries and frameworks
taobaofed/react-web,2246,306,JavaScript,Web libraries and frameworks
sofish/typo.css,2246,476,HTML,Web libraries and frameworks
mitchellh/vagrant-aws,2246,447,Ruby,Software tools
babel/babel-sublime,2246,113,JavaScript,Software tools
gunthercox/ChatterBot,2245,692,Python,Non-web libraries and frameworks
hibernate/hibernate-orm,2245,1741,Java,Non-web libraries and frameworks
vulcand/vulcand,2245,176,Go,Software tools
cuber/ngx_http_google_filter_module,2244,623,C,Software tools
bgrins/devtools-snippets,2244,256,HTML,Documentation
ChatSecure/ChatSecure-iOS,2243,834,Objective-C,Application software
omnigroup/OmniGroup,2243,298,Objective-C,Non-web libraries and frameworks
hoodiehq/hoodie,2243,189,JavaScript,Web libraries and frameworks
larrynatalicio/15DaysofAnimationsinSwift,2243,189,Swift,Documentation
powmedia/backbone-forms,2243,444,JavaScript,Web libraries and frameworks
andreamazz/AMWaveTransition,2243,295,Objective-C,Non-web libraries and frameworks
lwansbrough/react-native-camera,2242,602,Java,Non-web libraries and frameworks
dvajs/dva,2241,324,JavaScript,Web libraries and frameworks
Studio-42/elFinder,2241,931,JavaScript,Web libraries and frameworks
jakevdp/PythonDataScienceHandbook,2239,473,Jupyter Notebook,Documentation
ThrivingKings/animo.js,2239,378,CSS,Web libraries and frameworks
webpack/react-starter,2239,372,JavaScript,Documentation
SlexAxton/css-colorguard,2239,57,JavaScript,Software tools
troessner/reek,2239,147,Ruby,Software tools
aehlke/tag-it,2238,760,JavaScript,Web libraries and frameworks
huangz1990/redis-3.0-annotated,2238,1113,C,Documentation
nelhage/reptyr,2238,103,C,Non-web libraries and frameworks
googlecreativelab/coder,2237,273,JavaScript,Web libraries and frameworks
mwaterfall/MWFeedParser,2237,709,Objective-C,Non-web libraries and frameworks
AppScale/appscale,2237,266,Python,System software
puikinsh/Bootstrap-Admin-Template,2236,1101,HTML,Web libraries and frameworks
tpope/vim-sensible,2236,137,VimL,Software tools
rlabbe/Kalman-and-Bayesian-Filters-in-Python,2236,487,Jupyter Notebook,Documentation
jaredpar/VsVim,2235,303,C#,Software tools
jianghejie/XRecyclerView,2235,682,Java,Non-web libraries and frameworks
sarabander/sicp-pdf,2235,309,Perl,Documentation
shadowsocks/shadowsocks-qt5,2234,891,C++,Application software
facebookresearch/deepmask,2234,356,Lua,Non-web libraries and frameworks
facebook/reason,2234,155,OCaml,Software tools
tholman/intense-images,2234,273,JavaScript,Web libraries and frameworks
CreateJS/SoundJS,2233,592,JavaScript,Web libraries and frameworks
hitherejoe/animate,2233,352,Java,Documentation
th0r/webpack-bundle-analyzer,2233,45,JavaScript,Software tools
hakimel/Meny,2232,499,JavaScript,Web libraries and frameworks
kishikawakatsumi/UICKeyChainStore,2232,257,Objective-C,Non-web libraries and frameworks
asciinema/asciinema,2232,158,Python,Software tools
joomla/joomla-cms,2232,2380,PHP,Application software
alexk111/SVG-Morpheus,2231,178,JavaScript,Web libraries and frameworks
theDazzler/droidicon,2231,263,Java,Non-web libraries and frameworks
rsms/fb-mac-messenger,2231,203,Objective-C,Application software
nathanvda/cocoon,2231,259,Ruby,Web libraries and frameworks
JamieMason/ImageOptim-CLI,2229,80,Shell,Software tools
facebook/FBMemoryProfiler,2228,227,Objective-C,Non-web libraries and frameworks
mooz/percol,2228,103,Python,Software tools
lambci/lambci,2228,77,JavaScript,Software tools
mcxiaoke/packer-ng-plugin,2227,470,Java,Non-web libraries and frameworks
Pylons/pyramid,2227,720,Python,Web libraries and frameworks
rails/spring,2226,231,Ruby,Web libraries and frameworks
qbittorrent/qBittorrent,2225,559,C++,Application software
RickWong/react-isomorphic-starterkit,2225,201,JavaScript,Web libraries and frameworks
giampaolo/psutil,2225,377,Python,Non-web libraries and frameworks
DavyJonesLocker/client_side_validations,2225,402,Ruby,Web libraries and frameworks
madebysource/lesshat,2223,313,JavaScript,Web libraries and frameworks
jonathantribouharet/JTCalendar,2223,462,Objective-C,Non-web libraries and frameworks
tj/consolidate.js,2223,257,JavaScript,Web libraries and frameworks
aws/aws-sdk-ruby,2221,708,Ruby,Web libraries and frameworks
fmtlib/fmt,2221,289,C++,Non-web libraries and frameworks
jakubpawlowicz/clean-css,2221,202,JavaScript,Web libraries and frameworks
hackers-painters/samurai-native,2220,387,HTML,Web libraries and frameworks
google/go-github,2220,497,Go,Web libraries and frameworks
jorisvink/kore,2220,199,C,Web libraries and frameworks
saiwu-bigkoo/Android-ConvenientBanner,2220,725,Java,Non-web libraries and frameworks
alohaeditor/Aloha-Editor,2220,515,JavaScript,Web libraries and frameworks
ngReact/ngReact,2217,207,JavaScript,Web libraries and frameworks
jkbrzt/cloudtunes,2215,205,CoffeeScript,Application software
chef/bento,2214,593,Shell,Software tools
twitter/recess,2213,216,CSS,Web libraries and frameworks
dgraph-io/dgraph,2213,115,Go,System software
maebert/jrnl,2213,219,Python,Application software
xdan/datetimepicker,2212,932,JavaScript,Web libraries and frameworks
LeaVerou/animatable,2211,602,HTML,Web libraries and frameworks
PrestaShop/PrestaShop,2210,2159,PHP,Application software
markzhai/AndroidPerformanceMonitor,2209,424,Java,Non-web libraries and frameworks
